x[0] x[1] x[2]
2945.247039760312418 0.850389802578677 -0.280148874920126 -0.383570437606959
2949.174030577347821 -0.028175353398938 -0.893397985928739 0.131793433809203
2953.101021394383224 -1.000627962519754 -0.276602490600276 0.509116221299704
2957.028012211418627 -1.490753384501525 -0.177960594480968 0.659354583158469
2960.955003028454030 1.428640028635679 -0.171626408465347 -0.779455849694778
2964.881993845489433 0.850389802511216 -0.280148874807762 -0.383570437568608
2968.808984662524836 -0.028175353614065 -0.893397985925059 0.131793433915183
2972.735975479560238 -1.000627962586361 -0.276602490645109 0.509116221326879
2976.662966296595641 -1.490753384544380 -0.177960594043656 0.659354583171959
2980.589957113631044 1.428640028594348 -0.171626408808214 -0.779455849664727
2984.516947930666447 0.850389802443749 -0.280148874695395 -0.383570437530256
2988.443938747701850 -0.028175353829206 -0.893397985921392 0.131793434021165
2992.370929564737253 -1.000627962652970 -0.276602490689980 0.509116221354054
2996.297920381772656 -1.490753384587234 -0.177960593606408 0.659354583185449
3000.224911198808059 1.428640028553021 -0.171626409151094 -0.779455849634677
3004.151902015843461 0.850389802376289 -0.280148874583021 -0.383570437491908
3008.078892832878864 -0.028175354044343 -0.893397985917717 0.131793434127148
3012.005883649914267 -1.000627962719579 -0.276602490734835 0.509116221381229
3015.932874466949670 -1.490753384630088 -0.177960593169133 0.659354583198938
3019.859865283985073 1.428640028511692 -0.171626409493983 -0.779455849604627
3023.786856101020476 0.850389802308825 -0.280148874470662 -0.383570437453557
3027.713846918055879 -0.028175354259473 -0.893397985914041 0.131793434233128
3031.640837735091282 -1.000627962786182 -0.276602490779676 0.509116221408402
3035.567828552126684 -1.490753384672941 -0.177960592731826 0.659354583212426
3039.494819369162087 1.428640028470364 -0.171626409836814 -0.779455849574578
3043.421810186197490 0.850389802241370 -0.280148874358262 -0.383570437415210
3047.348801003232893 -0.028175354474619 -0.893397985910358 0.131793434339115
3051.275791820268296 -1.000627962852795 -0.276602490824533 0.509116221435577
3055.202782637303699 -1.490753384715797 -0.177960592294562 0.659354583225914
3059.129773454339102 1.428640028429037 -0.171626410179724 -0.779455849544528
3063.056764271374504 0.850389802173909 -0.280148874245910 -0.383570437376862
3066.983755088409907 -0.028175354689746 -0.893397985906686 0.131793434445092
3070.910745905445310 -1.000627962919399 -0.276602490869378 0.509116221462751
3074.837736722480713 -1.490753384758648 -0.177960591857044 0.659354583239400
3078.764727539516116 1.428640028387694 -0.171626410522359 -0.779455849514474
3082.691718356551519 0.850389802106443 -0.280148874133283 -0.383570437338513
3086.618709173586922 -0.028175354905064 -0.893397985902966 0.131793434551158
3090.545699990622325 -1.000627962986068 -0.276602490914320 0.509116221489948
3094.472690807657727 -1.490753384801533 -0.177960591419932 0.659354583252900
3098.399681624693130 1.428640028346360 -0.171626410865813 -0.779455849484417
3102.326672441728533 0.850389802038944 -0.280148874021209 -0.383570437300141
